EarthquakeNo,AreaDesc,CountyName,StationName,StationID,SeismicIntensity,EpicenterDistance,EWComponent_pga,NSComponent_pga,VComponent_pga,EWComponent_pgv,NSComponent_pgv,VComponent_pgv,WaveImageURI
114127,花蓮縣地區,花蓮縣,鹽寮,EYL,1級,62.56,3.06,2.95,1.36,0.09,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EYL.gif
114127,花蓮縣地區,花蓮縣,花蓮市,HWA,1級,67.48,2.38,1.93,0.96,0.16,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-HWA.gif
114127,花蓮縣地區,花蓮縣,西林,ESL,1級,69.88,2.2,2.74,1.13,0.04,0.03,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ESL.gif
114127,花蓮縣地區,花蓮縣,紅葉,EHY,1級,73.02,1.63,1.68,1.27,0.04,0.04,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EHY.gif
114127,花蓮縣地區,花蓮縣,銅門,ETM,1級,75.41,2.2,2.27,2.08,0.09,0.1,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ETM.gif
114127,花蓮縣地區,花蓮縣,玉里,EYUL,1級,76.42,1.19,1.26,1.14,0.05,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EYUL.gif
114127,花蓮縣地區,花蓮縣,富里,FULB,1級,84.34,1.48,1.63,0.64,0.08,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-FULB.gif
114127,花蓮縣地區,花蓮縣,和平,EHP,1級,93.25,2.36,2.67,2.08,0.09,0.08,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EHP.gif
114127,花蓮縣地區,花蓮縣,西寶,ETLH,1級,95.95,2.29,3.15,1.57,0.08,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ETLH.gif
114127,宜蘭縣地區,宜蘭縣,南澳,ENA,1級,105.62,3.11,3.21,0.94,0.06,0.07,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ENA.gif
114127,宜蘭縣地區,宜蘭縣,南山,NNS,1級,122.75,1.2,1.24,0.4,0.08,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-NNS.gif
114127,宜蘭縣地區,宜蘭縣,冬山,NDS,1級,128.72,,,,,,,
114127,宜蘭縣地區,宜蘭縣,牛鬥,ENT,1級,133.63,0.3,1.03,0.46,0.02,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ENT.gif
114127,臺東縣地區,臺東縣,成功,CHK,3級,82.74,13.98,7.05,2.95,0.22,0.15,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/3-CHK.gif
114127,臺東縣地區,臺東縣,東河,EDH,3級,96.69,8.9,9.04,4.62,0.26,0.24,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/3-EDH.gif
114127,臺東縣地區,臺東縣,長濱,ECB,2級,64.48,7.91,8.1,3.74,0.16,0.18,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/2-ECB.gif
114127,臺東縣地區,臺東縣,海端,EHD,1級,94.83,1.24,1.85,1.22,0.05,0.08,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EHD.gif
114127,臺東縣地區,臺東縣,池上,ECS,1級,96.35,1.64,1.36,0.8,0.08,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ECS.gif
114127,臺東縣地區,臺東縣,綠島,LDU,1級,110.29,0.96,1.34,0.98,0.03,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-LDU.gif
114127,臺東縣地區,臺東縣,利稻,ELD,1級,110.37,1.06,1.36,0.8,0.03,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ELD.gif
114127,臺東縣地區,臺東縣,蘭嶼,LAY,1級,171.21,1.13,1.39,0.67,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-LAY.gif
114126,南投縣地區,南投縣,合歡山,WHF,3級,32.99,15.89,12.22,9.59,0.54,0.59,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-WHF.gif
114126,南投縣地區,南投縣,奧萬大,OWD,3級,38.54,12.89,13.53,8.58,0.36,0.34,0.23,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-OWD.gif
114126,南投縣地區,南投縣,日月潭,SML,2級,66.73,2.64,3.42,1.31,0.2,0.33,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-SML.gif
114126,南投縣地區,南投縣,埔里,WPL,1級,60.58,1.44,2.07,1.07,0.08,0.11,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WPL.gif
114126,南投縣地區,南投縣,國姓,WCS,1級,65.55,0.78,1.0,0.41,0.04,0.05,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WCS.gif
114126,南投縣地區,南投縣,信義鄉,WHY,1級,78.46,0.78,0.83,0.45,0.06,0.05,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WHY.gif
114126,南投縣地區,南投縣,玉山,YUS,1級,82.47,2.34,1.68,0.59,0.15,0.12,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-YUS.gif
114126,南投縣地區,南投縣,竹山,WJS,1級,86.06,1.02,0.59,0.45,0.12,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WJS.gif
114126,南投縣地區,南投縣,南投市,WNT1,1級,89.27,0.76,0.77,0.5,0.06,0.06,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WNT1.gif
114126,高雄市地區,高雄市,旗山,SCS,1級,163.69,0.8,0.95,0.44,0.07,0.08,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-SCS.gif
114126,臺南市地區,臺南市,白河,C015,1級,136.08,0.89,1.09,1.11,0.13,0.18,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-C015.gif
114126,雲林縣地區,雲林縣,草嶺,CHN5,2級,99.43,3.42,1.91,1.08,0.35,0.24,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-CHN5.gif
114126,雲林縣地區,雲林縣,西螺,C092,1級,110.9,0.97,0.89,0.47,0.14,0.13,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-C092.gif
114126,雲林縣地區,雲林縣,四湖,WSF,1級,140.44,0.96,1.37,0.66,0.1,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WSF.gif
114126,雲林縣地區,雲林縣,斗六市,WDL,1級,107.77,1.61,1.41,0.85,0.21,0.13,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WDL.gif
114126,雲林縣地區,雲林縣,麥寮,WML,1級,136.94,1.14,1.25,0.48,0.12,0.15,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WML.gif
114126,雲林縣地區,雲林縣,水林,WSL,1級,144.74,0.81,0.81,0.26,0.07,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WSL.gif
114126,雲林縣地區,雲林縣,土庫,WTK,1級,123.29,1.54,1.46,0.69,0.19,0.18,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WTK.gif
114126,新北市地區,新北市,五分山,NWF,1級,121.93,,,,,,,
114126,新北市地區,新北市,淡水,NTS,1級,130.41,,,,,,,
114126,花蓮縣地區,花蓮縣,花蓮市,HWA,4級,6.56,68.05,77.57,37.41,2.89,3.14,0.86,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-HWA.gif
114126,花蓮縣地區,花蓮縣,銅門,ETM,4級,6.76,106.31,159.88,56.08,4.62,3.42,1.74,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-ETM.gif
114126,花蓮縣地區,花蓮縣,鹽寮,EYL,4級,11.13,154.27,122.13,53.79,5.19,5.56,1.92,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-EYL.gif
114126,花蓮縣地區,花蓮縣,太魯閣,ETL,4級,19.74,51.49,38.01,16.29,0.88,0.73,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-ETL.gif
114126,花蓮縣地區,花蓮縣,秀林,TWD,4級,11.13,,,,,,,
114126,花蓮縣地區,花蓮縣,水璉,SHUL,4級,22.83,27.37,23.14,14.61,1.9,1.99,0.52,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-SHUL.gif
114126,花蓮縣地區,花蓮縣,西林,ESL,3級,23.03,50.04,37.65,12.52,0.95,0.78,0.5,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-ESL.gif
114126,花蓮縣地區,花蓮縣,西寶,ETLH,3級,24.78,14.4,16.49,11.16,0.37,0.39,0.25,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-ETLH.gif
114126,花蓮縣地區,花蓮縣,東富,F033,3級,34.94,16.69,16.13,7.59,1.1,1.3,0.58,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-F033.gif
114126,花蓮縣地區,花蓮縣,和平,EHP,2級,40.38,4.5,3.85,3.53,0.14,0.13,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-EHP.gif
114126,花蓮縣地區,花蓮縣,石梯坪,F066,1級,56.74,1.54,2.05,1.15,0.19,0.16,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-F066.gif
114126,花蓮縣地區,花蓮縣,紅葉,EHY,1級,58.82,2.22,3.1,1.11,0.12,0.12,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-EHY.gif
114126,花蓮縣地區,花蓮縣,富里,FULB,1級,91.98,1.06,1.2,0.56,0.11,0.1,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-FULB.gif
114126,花蓮縣地區,花蓮縣,玉里,EYUL,1級,75.5,1.41,1.46,0.8,0.17,0.17,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-EYUL.gif
114126,苗栗縣地區,苗栗縣,後龍,B222,1級,103.14,0.82,0.9,1.01,0.05,0.07,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-B222.gif
114126,苗栗縣地區,苗栗縣,泰安,H176,1級,81.28,0.67,0.64,0.34,0.04,0.03,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-H176.gif
114126,苗栗縣地區,苗栗縣,竹南,NJN,1級,103.26,1.1,0.63,0.36,0.09,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-NJN.gif
114126,臺東縣地區,臺東縣,長濱,ECB,1級,75.77,2.1,1.82,1.16,0.18,0.2,0.14,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-ECB.gif
114126,臺東縣地區,臺東縣,成功,CHK,1級,100.99,1.23,1.63,0.52,0.08,0.11,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-CHK.gif
114126,臺東縣地區,臺東縣,利稻,ELD,1級,104.35,0.75,0.57,0.37,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-ELD.gif
114126,臺東縣地區,臺東縣,池上,ECS,1級,105.25,1.59,1.72,0.66,0.15,0.18,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-ECS.gif
114126,臺東縣地區,臺東縣,海端,EHD,1級,100.11,1.14,0.89,0.54,0.07,0.07,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-EHD.gif
114126,臺東縣地區,臺東縣,東河,EDH,1級,116.03,1.22,1.76,0.64,0.07,0.11,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-EDH.gif
114126,彰化縣地區,彰化縣,彰化市,WCHH,1級,101.56,2.05,1.82,1.03,0.14,0.1,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WCHH.gif
114126,彰化縣地區,彰化縣,鹿港,B112,1級,114.34,1.3,1.3,1.1,0.11,0.11,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-B112.gif
114126,彰化縣地區,彰化縣,大城,WTC,1級,129.4,0.79,1.07,0.33,0.08,0.11,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WTC.gif
114126,彰化縣地區,彰化縣,二林,WRL,1級,119.93,1.41,1.27,0.82,0.09,0.12,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WRL.gif
114126,彰化縣地區,彰化縣,員林,WYL,1級,99.02,1.18,1.31,0.77,0.12,0.17,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WYL.gif
114126,桃園市地區,桃園市,三光,NSK,1級,77.85,1.09,0.76,0.41,0.08,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-NSK.gif
114126,新竹縣地區,新竹縣,竹東,NJD,1級,94.92,1.22,1.2,0.39,0.05,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-NJD.gif
114126,新竹縣地區,新竹縣,關西,KSHI,1級,95.04,0.89,1.22,0.54,0.06,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-KSHI.gif
114126,新竹縣地區,新竹縣,竹北市,HSN,1級,107.54,0.79,0.61,0.56,0.05,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-HSN.gif
114126,臺中市地區,臺中市,梨山,FUSS,2級,42.21,3.1,3.8,1.77,0.1,0.11,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-FUSS.gif
114126,臺中市地區,臺中市,德基,TWT,2級,48.84,1.93,3.67,1.62,0.08,0.15,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-TWT.gif
114126,臺中市地區,臺中市,霧峰,B219,1級,86.93,1.37,0.97,0.47,0.12,0.08,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-B219.gif
114126,嘉義縣地區,嘉義縣,阿里山,ALS,1級,92.54,1.11,1.12,0.48,0.12,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-ALS.gif
114126,嘉義縣地區,嘉義縣,番路,WCKO,1級,114.54,1.5,1.42,0.66,0.15,0.15,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WCKO.gif
114126,嘉義縣地區,嘉義縣,民雄,CHN2,1級,121.19,1.41,1.64,0.71,0.11,0.14,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-CHN2.gif
114126,嘉義縣地區,嘉義縣,大埔,WTP,1級,126.15,0.72,0.58,0.37,0.07,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WTP.gif
114126,嘉義縣地區,嘉義縣,太保市,CHY1,1級,141.41,1.52,1.24,0.4,0.15,0.15,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-CHY1.gif
114126,嘉義縣地區,嘉義縣,義竹,CHN8,1級,153.37,0.76,0.75,0.27,0.08,0.1,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-CHN8.gif
114126,宜蘭縣地區,宜蘭縣,南澳,ENA,2級,52.02,4.55,6.98,1.63,0.1,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-ENA.gif
114126,宜蘭縣地區,宜蘭縣,南山,NNS,2級,52.28,3.29,4.05,1.34,0.14,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-NNS.gif
114126,宜蘭縣地區,宜蘭縣,牛鬥,ENT,1級,71.58,0.26,2.64,0.59,0.02,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-ENT.gif
114126,宜蘭縣地區,宜蘭縣,冬山,NDS,1級,73.06,1.77,1.23,0.93,0.09,0.08,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-NDS.gif
114126,宜蘭縣地區,宜蘭縣,宜蘭市,ILA,1級,88.04,0.82,0.85,0.34,0.08,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-ILA.gif
114126,屏東縣地區,屏東縣,九如,SGL,1級,177.32,0.81,0.71,0.18,0.1,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-SGL.gif
114126,嘉義市地區,嘉義市,嘉義市,CHY,1級,126.74,1.63,1.26,0.42,0.18,0.16,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-CHY.gif
114125,南投縣地區,南投縣,信義鄉,WHY,3級,10.05,14.76,11.44,6.36,0.54,0.33,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-WHY.gif
114125,南投縣地區,南投縣,玉山,YUS,3級,27.69,8.14,3.94,1.39,0.35,0.2,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-YUS.gif
114125,南投縣地區,南投縣,南投市,WNT1,3級,32.67,7.47,7.93,6.74,0.24,0.48,0.22,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-WNT1.gif
114125,南投縣地區,南投縣,竹山,WJS,2級,23.75,2.9,5.09,1.88,0.11,0.22,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-WJS.gif
114125,南投縣地區,南投縣,奧萬大,OWD,2級,34.0,5.05,6.76,3.9,0.15,0.14,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-OWD.gif
114125,南投縣地區,南投縣,日月潭,SML,2級,16.44,,,,,,,
114125,南投縣地區,南投縣,魚池,TYC,1級,20.09,1.16,1.27,1.7,0.05,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-TYC.gif
114125,南投縣地區,南投縣,國姓,WCS,1級,35.66,2.43,1.96,1.81,0.05,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-WCS.gif
114125,南投縣地區,南投縣,合歡山,WHF,1級,56.35,1.06,1.17,0.51,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-WHF.gif
114125,南投縣地區,南投縣,埔里,WPL,1級,30.67,,,,,,,
114125,高雄市地區,高雄市,桃源,STYH,1級,63.92,2.01,2.41,0.96,0.05,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-STYH.gif
114125,高雄市地區,高雄市,甲仙,SGS,1級,81.12,0.86,1.11,0.38,0.03,0.05,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-SGS.gif
114125,高雄市地區,高雄市,旗山,SCS,1級,104.91,0.86,0.71,0.5,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-SCS.gif
114125,臺南市地區,臺南市,白河,C015,2級,68.62,4.26,5.55,4.58,0.14,0.15,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-C015.gif
114125,臺南市地區,臺南市,佳里,SCL,2級,97.97,4.35,3.87,2.82,0.19,0.15,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-SCL.gif
114125,臺南市地區,臺南市,曾文,SNS,1級,73.09,0.85,2.12,0.57,0.03,0.05,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-SNS.gif
114125,臺南市地區,臺南市,楠西,CHN1,1級,74.31,1.65,1.23,0.82,0.06,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-CHN1.gif
114125,臺南市地區,臺南市,善化,SSH,1級,94.29,1.47,1.96,1.09,0.07,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-SSH.gif
114125,臺南市地區,臺南市,新化,SHH,1級,99.87,1.19,1.24,0.55,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-SHH.gif
114125,臺南市地區,臺南市,永康,TAI1,1級,105.8,0.97,0.73,0.7,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-TAI1.gif
114125,雲林縣地區,雲林縣,斗六市,WDL,3級,41.16,6.78,7.75,6.53,0.25,0.37,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-WDL.gif
114125,雲林縣地區,雲林縣,草嶺,CHN5,2級,31.09,4.73,3.61,2.28,0.16,0.09,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-CHN5.gif
114125,雲林縣地區,雲林縣,古坑,C168,2級,41.38,4.78,5.68,2.05,0.09,0.09,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-C168.gif
114125,雲林縣地區,雲林縣,西螺,C092,2級,46.77,7.67,7.0,3.87,0.2,0.3,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-C092.gif
114125,雲林縣地區,雲林縣,水林,WSL,2級,76.58,7.01,6.35,2.83,0.15,0.19,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-WSL.gif
114125,雲林縣地區,雲林縣,麥寮,WML,1級,73.6,2.74,2.34,2.38,0.08,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-WML.gif
114125,雲林縣地區,雲林縣,四湖,WSF,1級,73.43,,,,,,,
114125,雲林縣地區,雲林縣,土庫,WTK,1級,56.63,,,,,,,
114125,花蓮縣地區,花蓮縣,花蓮市,HWA,2級,73.42,2.76,2.6,0.74,0.14,0.16,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-HWA.gif
114125,花蓮縣地區,花蓮縣,紅葉,EHY,1級,47.29,1.77,1.88,2.02,0.04,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-EHY.gif
114125,花蓮縣地區,花蓮縣,光復,EGFH,1級,50.12,2.29,1.96,1.58,0.07,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-EGFH.gif
114125,花蓮縣地區,花蓮縣,西林,ESL,1級,51.65,1.24,1.46,0.99,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-ESL.gif
114125,花蓮縣地區,花蓮縣,銅門,ETM,1級,61.66,1.62,2.08,1.13,0.06,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-ETM.gif
114125,花蓮縣地區,花蓮縣,富里,FULB,1級,69.66,1.12,1.13,0.44,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-FULB.gif
114125,花蓮縣地區,花蓮縣,鹽寮,EYL,1級,69.77,1.08,0.92,0.5,0.07,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-EYL.gif
114125,花蓮縣地區,花蓮縣,西寶,ETLH,1級,75.81,1.15,1.33,1.06,0.04,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-ETLH.gif
114125,花蓮縣地區,花蓮縣,太魯閣,ETL,1級,83.7,1.07,1.46,0.42,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-ETL.gif
114125,苗栗縣地區,苗栗縣,後龍,B222,2級,101.82,2.75,2.17,1.3,0.08,0.06,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-B222.gif
114125,苗栗縣地區,苗栗縣,鯉魚潭,TWQ1,1級,69.64,2.15,1.92,1.03,0.09,0.07,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-TWQ1.gif
114125,苗栗縣地區,苗栗縣,苗栗市,NML,1級,92.68,1.21,0.97,0.4,0.06,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-NML.gif
114125,苗栗縣地區,苗栗縣,三義,NSY,1級,77.24,,,,,,,
114125,苗栗縣地區,苗栗縣,竹南,NJN,1級,105.36,1.33,1.98,0.72,0.06,0.07,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-NJN.gif
114125,臺東縣地區,臺東縣,利稻,ELD,1級,61.53,1.37,1.2,0.85,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-ELD.gif
114125,臺東縣地區,臺東縣,海端,EHD,1級,70.57,1.03,1.42,0.74,0.04,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-EHD.gif
114125,臺東縣地區,臺東縣,池上,ECS,1級,76.58,0.96,0.71,0.42,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-ECS.gif
114125,澎湖縣地區,澎湖縣,馬公市,PNG,1級,141.87,1.53,2.17,0.52,0.03,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-PNG.gif
114125,彰化縣地區,彰化縣,員林,WYL,3級,44.44,7.58,17.88,5.35,0.21,0.58,0.16,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-WYL.gif
114125,彰化縣地區,彰化縣,彰化市,WCHH,3級,54.51,28.57,22.92,6.54,0.55,0.46,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-WCHH.gif
114125,彰化縣地區,彰化縣,鹿港,B112,3級,62.94,18.26,11.45,5.91,0.51,0.42,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/3-B112.gif
114125,彰化縣地區,彰化縣,二林,WRL,2級,60.29,7.02,4.83,3.61,0.13,0.13,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/2-WRL.gif
114125,彰化縣地區,彰化縣,大城,WTC,1級,67.91,2.67,2.59,1.28,0.05,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025125/1-WTC.gif
